index,NCT,Sponsor,Start_Year,Start_Month,Phase,Enrollment,Status,Condition
2134,NCT00410046,Pfizer,2006,12,Phase 4,84,Completed,"Spondylitis, Ankylosing"
2135,NCT00410280,Pfizer,2007,3,Phase 2,30,Completed,Asthma
2136,NCT00412113,Pfizer,2007,1,Phase 4,245,Completed,Dyslipidemias
2137,NCT00413010,Pfizer,2006,12,Phase 3,356,Completed,Anxiety Disorders
2138,NCT00413660,Pfizer,2007,1,Phase 2,509,Completed,"Arthritis, Rheumatoid"
2139,NCT00413699,Pfizer,2007,2,Phase 3,4488,Completed,"Arthritis, Rheumatoid"
2140,NCT00415623,Pfizer,2007,1,Phase 3,305,Completed,Hypertension
2141,NCT00417677,Pfizer,2007,3,Phase 1/Phase 2,124,Terminated,"Carcinoma, Renal Cell"
2142,NCT00417885,Pfizer,2007,6,Phase 1/Phase 2,6,Terminated,Breast Neoplasms
2143,NCT00418171,Pfizer,2002,2,Phase 4,18239,Completed,Schizophrenia
2144,NCT00418522,Pfizer,2007,3,Phase 4,413,Completed,"Diabetes Mellitus, Type 2"
2145,NCT00418548,Pfizer,2004,6,Phase 3,350,Completed,"Spondylitis, Ankylosing"
2146,NCT00418717,Pfizer,2007,2,Phase 3,42,Completed,"Arthritis, Rheumatoid"
2147,NCT00418782,Pfizer,2007,1,Phase 2,212,Terminated,Osteoarthritis
2148,NCT00420056,Pfizer,2007,5,Phase 1,17,Completed,"Lymphoma, Mantle-Cell"
2149,NCT00420238,Pfizer,2007,1,Phase 4,82,Completed,"Spondylitis, Ankylosing"
2150,NCT00420303,Pfizer,2007,1,Phase 4,24,Completed,Spondylarthropathies
2151,NCT00420992,Pfizer,2006,12,Phase 3,547,Completed,Osteoarthritis
2152,NCT00421915,Pfizer,2002,3,Phase 3,84,Completed,"Spondylitis, Ankylosing"
2153,NCT00421980,Pfizer,2002,6,Phase 3,84,Completed,"Spondylitis, Ankylosing"
2154,NCT00422227,Pfizer,2007,6,Phase 4,300,Completed,"Arthritis, Rheumatoid"
2155,NCT00422461,Pfizer,2007,2,Phase 2,140,Completed,Hypertension
2156,NCT00424294,Pfizer,2006,6,Phase 2,70,Terminated,"Arthritis, Rheumatoid"
2157,NCT00424333,Pfizer,1999,5,Phase 3,320,Completed,"Diabetes Mellitus, Type 1"
2158,NCT00424372,Pfizer,2007,1,Phase 3,126,Completed,"Neuralgia, Postherpetic"
2159,NCT00424411,Pfizer,1999,9,Phase 3,300,Completed,"Diabetes Mellitus, Type 2"
2160,NCT00424437,Pfizer,1999,9,Phase 3,320,Completed,"Diabetes Mellitus, Type 1"
2161,NCT00425061,Pfizer,2007,2,Phase 2,159,Completed,Asthma
2162,NCT00425100,Pfizer,2007,1,Phase 3,516,Completed,"Urinary Bladder, Overactive"
2163,NCT00425919,Pfizer,2007,1,Phase 2,500,Terminated,Diabetes Mellitus
2164,NCT00427401,Pfizer,2007,2,Phase 2,40,Terminated,"Diabetes Mellitus, Type 2"
2165,NCT00427544,Pfizer,2007,2,Phase 1,0,Completed,Leiomyoma
2166,NCT00427687,Pfizer,2007,2,Phase 1,0,Completed,Osteoarthritis
2167,NCT00427895,Pfizer,2007,3,Phase 3,2141,Completed,Pneumococcal Infections
2168,NCT00427934,Pfizer,2007,2,Phase 2,128,Terminated,"Arthritis, Rheumatoid"
2169,NCT00428220,Pfizer,2007,7,,226,Completed,Carcinoma
2170,NCT00428597,Pfizer,2007,6,Phase 3,171,Terminated,"Carcinoma, Islet Cell"
2171,NCT00430300,Pfizer,2007,1,Phase 2,87,Terminated,"Pulmonary Disease, Chronic Obstructive"
2172,NCT00430716,Pfizer,2008,4,Phase 4,130,Terminated,Hypertension
2173,NCT00432263,Pfizer,2007,4,Phase 4,0,Withdrawn,Brain Injuries
2174,NCT00434044,Pfizer,2007,2,Phase 3,150,Completed,"Spondylitis, Ankylosing"
2175,NCT00435409,Pfizer,2007,2,Phase 3,442,Completed,Breast Neoplasms
2176,NCT00435487,Pfizer,2007,6,Phase 4,173,Terminated,"Angina, Unstable"
2177,NCT00437281,Pfizer,2007,4,Phase 1/Phase 2,65,Completed,"Epilepsies, Partial"
2178,NCT00437489,Pfizer,2007,6,Phase 4,49,Terminated,"Diabetes Mellitus, Type 2"
2179,NCT00440427,Pfizer,2007,2,Phase 1,12,Completed,"Depressive Disorder, Major"
2180,NCT00440492,Pfizer,2006,12,Phase 1,0,Completed,"Arthritis, Rheumatoid"
2181,NCT00441987,Pfizer,2007,2,Phase 1,96,Completed,Alzheimer Disease
2182,NCT00442325,Pfizer,2003,1,Phase 4,595,Completed,Peripheral Vascular Diseases
2183,NCT00442546,Pfizer,2007,5,Phase 3,307,Completed,Osteoarthritis
2184,NCT00442845,Pfizer,2003,1,Phase 4,2080,Completed,Dyslipidemias
2185,NCT00443027,Pfizer,2007,3,Phase 1,12,Completed,"Sexual Dysfunction, Physiological"
2186,NCT00443248,Pfizer,2007,3,Phase 1,64,Completed,"Sexual Dysfunction, Physiological"
2187,NCT00443456,Pfizer,2007,5,Phase 3,134,Completed,Hypertension
2188,NCT00443950,Pfizer,2006,6,Phase 3,150,Completed,"Arthritis, Rheumatoid"
2189,NCT00444340,Pfizer,2004,4,Phase 4,70,Completed,"Spondylitis, Ankylosing"
2190,NCT00444704,Pfizer,2007,3,Phase 1,0,Completed,Leiomyoma
2191,NCT00444925,Pfizer,2007,4,Phase 3,1712,Completed,"Urinary Bladder, Overactive"
2192,NCT00445315,Pfizer,2007,1,Phase 1,32,Completed,Hepatitis C
2193,NCT00445328,Pfizer,2007,6,Phase 4,84,Terminated,Venous Thromboembolism
2194,NCT00445679,Pfizer,2007,7,Phase 3,807,Completed,"Depressive Disorder, Major"
2195,NCT00445770,Pfizer,2006,7,Phase 3,550,Completed,"Arthritis, Rheumatoid"
2196,NCT00446784,Pfizer,2007,4,Phase 1,20,Completed,"Arthritis, Rheumatoid"
2197,NCT00446797,Pfizer,2007,5,Phase 4,278,Completed,Acute Pain
2198,NCT00447629,Pfizer,2007,1,Phase 1,0,Completed,Diabetes Mellitus
2199,NCT00447941,Pfizer,2006,6,Phase 1,24,Completed,Schizophrenia
2200,NCT00448032,Pfizer,2006,11,Phase 1,0,Completed,Diabetes Mellitus
2201,NCT00448916,Pfizer,2007,5,Phase 3,54,Completed,"Epilepsies, Partial"
2202,NCT00452452,Pfizer,2007,7,Phase 3,355,Completed,Pneumococcal Infections
2203,NCT00452504,Pfizer,2007,2,Phase 1,64,Completed,Alzheimer Disease
2204,NCT00452595,Pfizer,2004,1,Phase 3,0,Completed,"Depressive Disorder, Major"
2205,NCT00452790,Pfizer,2007,6,Phase 3,708,Completed,Pneumococcal Infections
2206,NCT00454207,Pfizer,2007,4,Phase 3,44,Completed,"Hypertension, Pulmonary"
2207,NCT00454298,Pfizer,2007,5,Phase 1,2,Completed,Osteoarthritis
2208,NCT00455000,Pfizer,2007,3,Phase 1,37,Completed,Alzheimer Disease
2209,NCT00456898,Pfizer,2007,1,Phase 1,40,Completed,"Depressive Disorder, Major"
2210,NCT00457392,Pfizer,2007,7,Phase 3,960,Completed,"Carcinoma, Non-Small-Cell Lung"
2211,NCT00457457,Pfizer,2007,5,Phase 2,609,Completed,Prostatic Hyperplasia
2212,NCT00457470,Pfizer,2007,6,Phase 2,0,Withdrawn,Diabetes Mellitus
2213,NCT00457691,Pfizer,2007,6,Phase 3,768,Completed,Colorectal Neoplasms
2214,NCT00457743,Pfizer,2005,1,Phase 1/Phase 2,36,Completed,Gastrointestinal Stromal Tumors
2215,NCT00458107,Pfizer,2007,4,Phase 1,64,Completed,Schizophrenia
2216,NCT00458185,Pfizer,2006,8,Phase 4,40,Completed,"Spondylitis, Ankylosing"
2217,NCT00459706,Pfizer,2007,9,Phase 3,640,Completed,"Arthritis, Rheumatoid"
2218,NCT00460473,Pfizer,2007,4,Phase 3,52,Terminated,Delirium
2219,NCT00460486,Pfizer,2006,9,Phase 3,330,Completed,"Encephalitis, Tick-Borne"
2220,NCT00460603,Pfizer,2006,1,Phase 1/Phase 2,187,Completed,Colorectal Neoplasms
2221,NCT00463372,Pfizer,2006,10,Phase 1,40,Completed,Schizophrenia
2222,NCT00464763,Pfizer,2007,4,Phase 3,0,Withdrawn,Delirium
2223,NCT00467766,Pfizer,1999,7,,300,Completed,Alzheimer Disease
2224,NCT00468650,Pfizer,2007,6,Phase 4,117,Completed,Erectile Dysfunction
2225,NCT00468845,Pfizer,2007,6,Phase 3,501,Completed,"Pain, Postoperative"
2226,NCT00471146,Pfizer,2007,7,Phase 3,630,Completed,"Carcinoma, Pancreatic Ductal"
2227,NCT00471159,Pfizer,2007,8,Phase 2,0,Withdrawn,Breast Neoplasms
2228,NCT00471172,Pfizer,2004,8,,350,Completed,Obesity
2229,NCT00471276,Pfizer,2007,8,Phase 2,83,Completed,Breast Neoplasms
2230,NCT00473525,Pfizer,2007,7,Phase 2,303,Completed,"Diabetes Mellitus, Type 2"
2231,NCT00474175,Pfizer,2007,5,Phase 4,577,Completed,Toothache
2232,NCT00474552,Pfizer,2007,6,Phase 1,56,Terminated,Alzheimer Disease
2233,NCT00474708,Pfizer,2007,4,Phase 4,1151,Completed,Depressive Disorder
2234,NCT00474760,Pfizer,2005,8,Phase 1,65,Completed,"Sarcoma, Ewing"
2235,NCT00474786,Pfizer,2007,9,Phase 3,512,Completed,"Carcinoma, Renal Cell"
2236,NCT00478855,Pfizer,2006,9,Phase 4,500,Completed,Bacterial Infections
2237,NCT00479219,Pfizer,2007,5,Phase 1,17,Completed,Alzheimer Disease
2238,NCT00479258,Pfizer,2007,10,Phase 3,2,Terminated,"Diabetes Mellitus, Type 1"
2239,NCT00479297,Pfizer,2006,5,Phase 1,72,Completed,Alzheimer Disease
2240,NCT00479349,Pfizer,2007,5,Phase 1,32,Completed,Alzheimer Disease
2241,NCT00479440,Pfizer,2006,8,Phase 1,56,Completed,Alzheimer Disease
2242,NCT00479492,Pfizer,2007,6,Phase 2,94,Completed,Weight Loss
2243,NCT00479505,Pfizer,2007,6,Phase 2,275,Completed,"Urinary Bladder, Overactive"
2244,NCT00479557,Pfizer,2007,5,Phase 2,86,Completed,Alzheimer Disease
2245,NCT00479622,Pfizer,2007,8,Phase 1,20,Terminated,"Lupus Erythematosus, Systemic"
2246,NCT00479700,Pfizer,2006,5,Phase 1,80,Completed,Alzheimer Disease
2247,NCT00480467,Pfizer,2006,9,Phase 1,32,Completed,Alzheimer Disease
2248,NCT00480818,Pfizer,2006,9,Phase 1,80,Completed,Alzheimer Disease
2249,NCT00481169,Pfizer,2001,7,Phase 3,1742,Completed,Osteoporosis
2250,NCT00481520,Pfizer,2007,6,Phase 2,72,Completed,Alzheimer Disease
2251,NCT00481728,Pfizer,2007,6,Phase 1,28,Completed,"Urinary Bladder, Overactive"
2252,NCT00482170,Pfizer,2007,9,Phase 3,421,Completed,Psoriasis
2253,NCT00482664,Pfizer,2007,7,Phase 2,84,Completed,"Sexual Dysfunction, Physiological"
2254,NCT00483028,Pfizer,2004,6,,38,Completed,Alzheimer Disease
2255,NCT00483353,Pfizer,2007,7,Phase 1,6,Completed,"Rhinitis, Allergic"
2256,NCT00483548,Pfizer,2007,10,Phase 3,298,Completed,Bipolar Disorder
2257,NCT00483977,Pfizer,2007,6,Phase 2,113,Terminated,Osteoarthritis
2258,NCT00484237,Pfizer,2007,4,Phase 3,80,Completed,"Arthritis, Rheumatoid"
2259,NCT00484718,Pfizer,2008,2,,6,Terminated,Osteoarthritis
2260,NCT00488189,Pfizer,2007,5,Phase 4,134,Completed,Bacterial Infections
2261,NCT00488306,Pfizer,2006,8,Phase 4,50,Completed,Abdominal Abscess
2262,NCT00488345,Pfizer,2007,12,Phase 2,59,Completed,Bacterial Infections
2263,NCT00488761,Pfizer,2006,7,Phase 4,50,Completed,"Skin Diseases, Infectious"
2264,NCT00488826,Pfizer,2005,10,Phase 1,800,Completed,Pneumococcal Infections
2265,NCT00488995,Pfizer,2007,7,Phase 2,0,Withdrawn,Acquired Immunodeficiency Syndrome
2266,NCT00492388,Pfizer,2007,6,Phase 3,2,Terminated,Breakthrough Pain
2267,NCT00492557,Pfizer,2007,9,Phase 3,1185,Completed,Pneumococcal Infections
2268,NCT00494091,Pfizer,2007,2,Phase 2,82,Completed,"Carcinoma, Renal Cell"
2269,NCT00494962,Pfizer,2007,6,Phase 1,40,Completed,Alzheimer Disease
2270,NCT00496197,Pfizer,2007,7,Phase 4,282,Completed,Candidiasis
2271,NCT00498602,Pfizer,2007,11,Phase 2,160,Completed,Alzheimer Disease
2272,NCT00499200,Pfizer,2007,10,Phase 1,42,Completed,Alzheimer Disease
2273,NCT00499642,Pfizer,2007,6,Phase 1,0,Completed,Alzheimer Disease
2274,NCT00500266,Pfizer,2008,5,Phase 3,1053,Completed,Pneumococcal Infections
2275,NCT00503529,Pfizer,2007,7,Phase 4,314,Completed,"Encephalitis, Tick-Borne"
2276,NCT00505973,Pfizer,2007,7,Phase 1,24,Completed,Schizophrenia
2277,NCT00508742,Pfizer,2007,12,Phase 3,1866,Completed,Pneumococcal Infections
2278,NCT00510419,Pfizer,2007,7,Phase 3,73,Completed,Migraine Disorders
2279,NCT00510718,Pfizer,2007,7,Phase 1,140,Completed,Prostatic Neoplasms
2280,NCT00521586,Pfizer,2007,9,Phase 3,1116,Completed,"Influenza, Human"
2281,NCT00521638,Pfizer,2007,9,Phase 1/Phase 2,120,Terminated,"Lymphoma, B-Cell"
2282,NCT00524030,Pfizer,2007,9,Phase 3,161,Terminated,"Epilepsies, Partial"
2283,NCT00527397,Pfizer,2007,8,Phase 3,24,Terminated,"Diabetes Mellitus, Type 2"
2284,NCT00530946,Pfizer,2007,9,Phase 3,165,Completed,Hypertension
2285,NCT00531479,Pfizer,2008,7,Phase 3,459,Completed,Aspergillosis
2286,NCT00531752,Pfizer,2007,12,Phase 2,66,Completed,Attention Deficit Disorder with Hyperactivity
2287,NCT00533377,Pfizer,2008,1,Phase 2,276,Completed,Tibial Fractures
2288,NCT00536484,Pfizer,2007,8,Phase 3,896,Completed,"Urinary Bladder, Overactive"
2289,NCT00537238,Pfizer,2007,10,Phase 3,509,Completed,Seizures
2290,NCT00537329,Pfizer,2008,1,Phase 3,43,Completed,Candidemia
2291,NCT00537615,Pfizer,2007,9,Phase 1,6,Completed,Anxiety Disorders
2292,NCT00537940,Pfizer,2008,2,Phase 4,482,Completed,"Epilepsies, Partial"
2293,NCT00540293,Pfizer,2007,10,Phase 4,425,Completed,Dyslipidemias
2294,NCT00541996,Pfizer,2007,8,Phase 1,0,Completed,Schizophrenia
2295,NCT00542009,Pfizer,2007,12,Phase 2,252,Completed,Body Weight
2296,NCT00542685,Pfizer,2007,10,Phase 3,551,Completed,Anxiety Disorders
2297,NCT00543439,Pfizer,2007,12,Phase 3,66,Completed,Hemophilia A
2298,NCT00543790,Pfizer,2007,11,Phase 1,48,Completed,Leiomyoma
2299,NCT00545129,Pfizer,2009,4,Phase 2,59,Completed,Neoplasm Metastasis
2300,NCT00546494,Pfizer,2004,2,Phase 4,350,Completed,Depression
2301,NCT00546533,Pfizer,2003,1,Phase 4,40,Completed,"Arthritis, Rheumatoid"
2302,NCT00546572,Pfizer,2007,11,Phase 3,938,Completed,Pneumococcal Infections
2303,NCT00546637,Pfizer,2007,11,Phase 3,947,Completed,"Urinary Bladder, Overactive"
2304,NCT00546923,Pfizer,2004,8,Phase 4,210,Completed,Anxiety Disorders
2305,NCT00548093,Pfizer,2008,4,Phase 2,66,Completed,"Carcinoma, Non-Small-Cell Lung"
2306,NCT00548262,Pfizer,2008,2,Phase 4,54,Completed,Candidemia
2307,NCT00549549,Pfizer,2008,2,Phase 3,402,Completed,"Arthritis, Gouty"
2308,NCT00550355,Pfizer,2007,8,Phase 1,78,Completed,"Arthritis, Rheumatoid"
2309,NCT00550446,Pfizer,2007,9,Phase 2,386,Completed,"Arthritis, Rheumatoid"
2310,NCT00551135,Pfizer,2008,1,Phase 3,425,Completed,"Pain, Postoperative"
2311,NCT00551148,Pfizer,2007,10,Phase 2,92,Completed,Sleep Initiation and Maintenance Disorders
2312,NCT00553254,Pfizer,2008,2,Phase 1/Phase 2,55,Completed,"Carcinoma, Non-Small-Cell Lung"
2313,NCT00553280,Pfizer,2008,2,Phase 3,123,Completed,Diabetic Neuropathies
2314,NCT00553475,Pfizer,2007,10,Phase 3,314,Completed,Diabetic Neuropathies
2315,NCT00553605,Pfizer,2007,6,Phase 4,340,Completed,Renal Colic
2316,NCT00553696,Pfizer,2007,11,Phase 1,27,Completed,Stomach Neoplasms
2317,NCT00555009,Pfizer,2008,3,Phase 4,10,Terminated,Brain Injuries
2318,NCT00555620,Pfizer,2008,5,Phase 1,76,Completed,Stomach Neoplasms
2319,NCT00555672,Pfizer,2008,8,Phase 1,34,Completed,Stomach Neoplasms
2320,NCT00555906,Pfizer,2008,1,Phase 2,53,Completed,Multiple Myeloma
2321,NCT00559910,Pfizer,2008,2,Phase 2,230,Completed,"Pulmonary Disease, Chronic Obstructive"
2322,NCT00560235,Pfizer,2008,3,Phase 1/Phase 2,138,Completed,Sarcoma
2323,NCT00560560,Pfizer,2007,12,Phase 2,168,Completed,Colorectal Neoplasms
2324,NCT00560573,Pfizer,2007,11,Phase 1,46,Completed,"Carcinoma, Non-Small-Cell Lung"
2325,NCT00561951,Pfizer,2007,11,Phase 2,951,Completed,"Urinary Bladder, Overactive"
2326,NCT00562055,Pfizer,2007,11,Phase 2,96,Withdrawn,Attention Deficit Disorder with Hyperactivity
2327,NCT00562120,Pfizer,2007,12,Phase 2,21,Completed,"Rhinitis, Allergic"
2328,NCT00562965,Pfizer,2007,11,Phase 3,29,Terminated,"Lymphoma, Follicular"
2329,NCT00563524,Pfizer,2007,12,Phase 1,76,Completed,Psoriasis
2330,NCT00563706,Pfizer,2007,12,Phase 2,199,Completed,Schizophrenia
2331,NCT00563732,Pfizer,2007,12,Phase 1,0,Completed,Alzheimer Disease
2332,NCT00565409,Pfizer,2008,3,Phase 4,834,Completed,"Arthritis, Rheumatoid"
2333,NCT00565812,Pfizer,2007,11,Phase 2,1457,Completed,Osteoarthritis
2334,NCT00566397,Pfizer,2007,12,Phase 2,402,Completed,Alzheimer Disease
2335,NCT00567203,Pfizer,2007,11,Phase 1,36,Completed,Schizophrenia
2336,NCT00568321,Pfizer,2007,11,Phase 2,99,Completed,"Neuralgia, Postherpetic"
2337,NCT00569946,Pfizer,2007,12,Phase 2,64,Completed,"Carcinoma, Renal Cell"
2338,NCT00569972,Pfizer,2007,10,Phase 2,682,Completed,Sleep Initiation and Maintenance Disorders
2339,NCT00570063,Pfizer,2007,11,Phase 2,35,Terminated,Schizophrenia
2340,NCT00572455,Pfizer,2007,12,Phase 2,317,Completed,"Glaucoma, Open-Angle"
2341,NCT00572559,Pfizer,2002,11,Phase 4,149,Completed,"Pneumonia, Ventilator-Associated"
2342,NCT00574873,Pfizer,2008,2,Phase 3,502,Completed,Leukemia
2343,NCT00575094,Pfizer,2007,11,Phase 3,9,Completed,Community-Acquired Infections
2344,NCT00576589,Pfizer,2008,1,Phase 1,41,Completed,Cholelithiasis
2345,NCT00580125,Pfizer,2007,11,Phase 2,164,Completed,Schizophrenia
2346,NCT00581100,Pfizer,2007,9,Phase 4,136,Completed,Psoriasis
2347,NCT00581126,Pfizer,2001,12,Phase 4,14,Completed,Hemophilia B
2348,NCT00581165,Pfizer,2006,2,Phase 4,500,Completed,Psoriasis
2349,NCT00581243,Pfizer,2008,1,Phase 1,32,Terminated,Schizophrenia
2350,NCT00581555,Pfizer,2007,10,Phase 4,120,Completed,Psoriasis
2351,NCT00584779,Pfizer,2007,10,Phase 4,8,Terminated,Renal Insufficiency
2352,NCT00584870,Pfizer,2007,7,Phase 2,225,Completed,Low Back Pain
2353,NCT00585195,Pfizer,2006,4,Phase 1,600,Recruiting,"Lymphoma, Large-Cell, Anaplastic"
2354,NCT00585312,Pfizer,2006,9,Phase 3,106,Terminated,Adenomatous Polyposis Coli
2355,NCT00596466,Pfizer,2008,4,Phase 3,75,Completed,Epilepsy
2356,NCT00596518,Pfizer,2007,10,Phase 1,30,Completed,"Renal Insufficiency, Chronic"
2357,NCT00596830,Pfizer,2008,4,Phase 3,681,Terminated,"Carcinoma, Squamous Cell"
2358,NCT00599638,Pfizer,2008,3,Phase 2,130,Completed,"Neuralgia, Postherpetic"
2359,NCT00599924,Pfizer,2005,9,Phase 1,53,Completed,Colorectal Neoplasms
2360,NCT00600821,Pfizer,2008,4,Phase 2,118,Completed,Adenocarcinoma
2361,NCT00601484,Pfizer,2008,3,Phase 2,65,Completed,"Cystitis, Interstitial"
2362,NCT00603473,Pfizer,2008,1,Phase 3,92,Completed,"Epilepsies, Partial"
2363,NCT00603512,Pfizer,2008,1,Phase 2,140,Completed,"Arthritis, Rheumatoid"
2364,NCT00603538,Pfizer,2008,1,Phase 1,19,Completed,"Carcinoma, Non-Small-Cell Lung"
2365,NCT00605280,Pfizer,2005,9,Phase 2/Phase 3,317,Completed,Macular Edema
2366,NCT00607256,Pfizer,2007,10,Phase 3,500,Terminated,Fibromyalgia
2367,NCT00607308,Pfizer,2008,2,Phase 1,20,Completed,Alzheimer Disease
2368,NCT00609622,Pfizer,2008,4,Phase 2,191,Terminated,Colorectal Neoplasms
2369,NCT00610155,Pfizer,2008,9,,18,Completed,Neuralgia
2370,NCT00611026,Pfizer,2008,2,Phase 3,2417,Completed,"Urinary Bladder, Overactive"
2371,NCT00612170,Pfizer,2007,12,Phase 3,1129,Completed,Fibromyalgia
2372,NCT00614705,Pfizer,2008,4,Phase 2,80,Completed,"Neuralgia, Postherpetic"
2373,NCT00615056,Pfizer,2008,3,Phase 2,171,Completed,Colorectal Neoplasms
2374,NCT00615199,Pfizer,2008,1,Phase 2,139,Completed,Crohn Disease
2375,NCT00617760,Pfizer,2008,3,Phase 3,330,Completed,Meningitis
2376,NCT00618007,Pfizer,2008,2,Phase 2,289,Completed,"Diabetes Mellitus, Type 2"
2377,NCT00619619,Pfizer,2008,2,Phase 2,59,Completed,Depressive Disorder
2378,NCT00619710,Pfizer,2001,2,Phase 3,1000,Completed,Infection
2379,NCT00620074,Pfizer,2008,8,Phase 4,6,Terminated,Aspergillosis
2380,NCT00620555,Pfizer,2008,5,Phase 3,65,Completed,"Epilepsies, Partial"
2381,NCT00620568,Pfizer,2008,2,Phase 1,32,Terminated,Schizophrenia
2382,NCT00620685,Pfizer,2008,3,Phase 2,27,Completed,"Arthritis, Rheumatoid"
2383,NCT00620867,Pfizer,2002,10,Phase 4,393,Completed,"Osteoarthritis, Knee"
2384,NCT00624780,Pfizer,2009,5,Phase 4,615,Completed,Anxiety Disorders
2385,NCT00625547,Pfizer,2003,1,Phase 3,361,Completed,Restless Legs Syndrome
2386,NCT00625833,Pfizer,2007,12,Phase 2,330,Terminated,Diabetic Neuropathies
2387,NCT00627003,Pfizer,2002,11,Phase 3,43,Completed,Restless Legs Syndrome
2388,NCT00628095,Pfizer,2008,3,Phase 2/Phase 3,100,Completed,"Arthritis, Rheumatoid"
2389,NCT00629681,Pfizer,2004,11,Phase 4,217,Completed,Diabetic Neuropathies
2390,NCT00630487,Pfizer,2008,5,Phase 3,9,Terminated,Endocrine System Diseases
2391,NCT00630851,Pfizer,2002,10,Phase 3,249,Completed,Alzheimer Disease
2392,NCT00630864,Pfizer,2008,6,Phase 2,21,Completed,Amyloidosis
2393,NCT00630929,Pfizer,2003,1,Phase 4,388,Completed,"Osteoarthritis, Knee"
2394,NCT00631111,Pfizer,2007,11,Phase 3,270,Completed,Toothache
2395,NCT00631371,Pfizer,2008,4,Phase 3,791,Completed,"Carcinoma, Renal Cell"
2396,NCT00631410,Pfizer,2008,1,Phase 1,12,Completed,Colorectal Neoplasms
2397,NCT00631943,Pfizer,2004,11,Phase 3,112,Completed,Neuralgia
2398,NCT00632385,Pfizer,2003,1,Phase 4,127,Completed,Migraine Disorders
2399,NCT00634348,Pfizer,2004,4,Phase 4,256,Completed,Schizophrenia
2400,NCT00634790,Pfizer,2004,5,Phase 4,49,Terminated,Panic Disorder
2401,NCT00634933,Pfizer,2008,3,Phase 2,222,Terminated,"Arthritis, Rheumatoid"
2402,NCT00634985,Pfizer,2002,11,Phase 4,120,Completed,Migraine Disorders
2403,NCT00635076,Pfizer,2004,7,Phase 4,3,Terminated,Panic Disorder
2404,NCT00635323,Pfizer,2002,11,Phase 2,73,Completed,"Carcinoma, Hepatocellular"
2405,NCT00635531,Pfizer,2004,4,Phase 4,16,Terminated,Panic Disorder
2406,NCT00636246,Pfizer,2004,6,Phase 2,510,Completed,"Depressive Disorder, Major"
2407,NCT00637338,Pfizer,2008,4,Phase 1,42,Terminated,"Diabetes Mellitus, Type 2"
2408,NCT00637780,Pfizer,2010,6,Phase 4,2,Terminated,Arthritis
2409,NCT00638053,Pfizer,2002,11,Phase 4,100,Terminated,Brain Injuries
2410,NCT00638313,Pfizer,2007,8,Phase 1,71,Completed,"Diabetes Mellitus, Type 2"
2411,NCT00638742,Pfizer,2008,5,Phase 1,47,Completed,Glaucoma
2412,NCT00638807,Pfizer,2003,12,Phase 4,388,Completed,"Osteoarthritis, Knee"
2413,NCT00639483,Pfizer,2003,3,Phase 2,270,Completed,Schizophrenia
2414,NCT00640042,Pfizer,2008,3,Phase 4,1570,Completed,Chronic Pain
2415,NCT00640432,Pfizer,2003,10,Phase 4,244,Completed,Low Back Pain
2416,NCT00640458,Pfizer,2004,4,Phase 2,20,Completed,Disease
2417,NCT00640549,Pfizer,2003,3,Phase 4,41,Terminated,"Diabetes Mellitus, Type 2"
2418,NCT00640627,Pfizer,2003,12,Phase 4,380,Completed,"Osteoarthritis, Knee"
2419,NCT00640809,Pfizer,2003,10,Phase 4,408,Completed,Inflammatory Bowel Diseases
2420,NCT00641225,Pfizer,2008,3,Phase 1,62,Completed,"Arthritis, Rheumatoid"
2421,NCT00643136,Pfizer,2002,11,Phase 3,17,Completed,Sleep Deprivation
2422,NCT00643149,Pfizer,2003,5,Phase 3,693,Completed,Tonsillitis
2423,NCT00643227,Pfizer,2003,1,Phase 3,504,Completed,Pneumonia
2424,NCT00643292,Pfizer,2003,1,Phase 3,902,Completed,Otitis
2425,NCT00643409,Pfizer,2003,1,Phase 3,541,Completed,Maxillary Sinusitis
2426,NCT00643539,Pfizer,2002,12,Phase 4,360,Completed,Tonsillitis
2427,NCT00643734,Pfizer,2003,4,Phase 3,468,Completed,Pneumonia
